accession,name,url,organism_name,infraspecific_name,asm_name
GCA_029292025.1,GCA_029292025.1 Eukaryota sp. ASM2929202v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/025/GCA_029292025.1_ASM2929202v1,Eukaryota sp.,na,ASM2929202v1
GCA_029292135.1,GCA_029292135.1 Eukaryota sp. ASM2929213v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/135/GCA_029292135.1_ASM2929213v1,Eukaryota sp.,na,ASM2929213v1
GCA_029292345.1,GCA_029292345.1 Eukaryota sp. ASM2929234v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/345/GCA_029292345.1_ASM2929234v1,Eukaryota sp.,na,ASM2929234v1
GCA_029292705.1,GCA_029292705.1 Eukaryota sp. ASM2929270v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/705/GCA_029292705.1_ASM2929270v1,Eukaryota sp.,na,ASM2929270v1
GCA_029292755.1,GCA_029292755.1 Eukaryota sp. ASM2929275v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/755/GCA_029292755.1_ASM2929275v1,Eukaryota sp.,na,ASM2929275v1
GCA_029292815.1,GCA_029292815.1 Eukaryota sp. ASM2929281v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/815/GCA_029292815.1_ASM2929281v1,Eukaryota sp.,na,ASM2929281v1
GCA_029293095.1,GCA_029293095.1 Eukaryota sp. ASM2929309v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/095/GCA_029293095.1_ASM2929309v1,Eukaryota sp.,na,ASM2929309v1
GCA_029293135.1,GCA_029293135.1 Eukaryota sp. ASM2929313v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/135/GCA_029293135.1_ASM2929313v1,Eukaryota sp.,na,ASM2929313v1
GCA_029293215.1,GCA_029293215.1 Eukaryota sp. ASM2929321v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/215/GCA_029293215.1_ASM2929321v1,Eukaryota sp.,na,ASM2929321v1
GCA_029293325.1,GCA_029293325.1 Eukaryota sp. ASM2929332v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/325/GCA_029293325.1_ASM2929332v1,Eukaryota sp.,na,ASM2929332v1
GCA_029293535.1,GCA_029293535.1 Eukaryota sp. ASM2929353v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/535/GCA_029293535.1_ASM2929353v1,Eukaryota sp.,na,ASM2929353v1
GCA_029293835.1,GCA_029293835.1 Eukaryota sp. ASM2929383v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/835/GCA_029293835.1_ASM2929383v1,Eukaryota sp.,na,ASM2929383v1
GCA_029293925.1,GCA_029293925.1 Eukaryota sp. ASM2929392v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/925/GCA_029293925.1_ASM2929392v1,Eukaryota sp.,na,ASM2929392v1
GCA_029294025.1,GCA_029294025.1 Eukaryota sp. ASM2929402v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/025/GCA_029294025.1_ASM2929402v1,Eukaryota sp.,na,ASM2929402v1
GCA_029294055.1,GCA_029294055.1 Eukaryota sp. ASM2929405v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/055/GCA_029294055.1_ASM2929405v1,Eukaryota sp.,na,ASM2929405v1
GCA_029294085.1,GCA_029294085.1 Eukaryota sp. ASM2929408v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/085/GCA_029294085.1_ASM2929408v1,Eukaryota sp.,na,ASM2929408v1
GCA_029294135.1,GCA_029294135.1 Eukaryota sp. ASM2929413v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/135/GCA_029294135.1_ASM2929413v1,Eukaryota sp.,na,ASM2929413v1
GCA_029294155.1,GCA_029294155.1 Eukaryota sp. ASM2929415v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/155/GCA_029294155.1_ASM2929415v1,Eukaryota sp.,na,ASM2929415v1
GCA_029294195.1,GCA_029294195.1 Eukaryota sp. ASM2929419v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/195/GCA_029294195.1_ASM2929419v1,Eukaryota sp.,na,ASM2929419v1
GCA_029294235.1,GCA_029294235.1 Eukaryota sp. ASM2929423v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/235/GCA_029294235.1_ASM2929423v1,Eukaryota sp.,na,ASM2929423v1
GCA_029294255.1,GCA_029294255.1 Eukaryota sp. ASM2929425v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/255/GCA_029294255.1_ASM2929425v1,Eukaryota sp.,na,ASM2929425v1
GCA_029294275.1,GCA_029294275.1 Eukaryota sp. ASM2929427v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/275/GCA_029294275.1_ASM2929427v1,Eukaryota sp.,na,ASM2929427v1
GCA_029294335.1,GCA_029294335.1 Eukaryota sp. ASM2929433v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/335/GCA_029294335.1_ASM2929433v1,Eukaryota sp.,na,ASM2929433v1
GCA_029300995.1,GCA_029300995.1 Eukaryota sp. ASM2930099v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/995/GCA_029300995.1_ASM2930099v1,Eukaryota sp.,na,ASM2930099v1
GCA_029301095.1,GCA_029301095.1 Eukaryota sp. ASM2930109v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/095/GCA_029301095.1_ASM2930109v1,Eukaryota sp.,na,ASM2930109v1
GCA_029301315.1,GCA_029301315.1 Eukaryota sp. ASM2930131v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/315/GCA_029301315.1_ASM2930131v1,Eukaryota sp.,na,ASM2930131v1
GCA_029301355.1,GCA_029301355.1 Eukaryota sp. ASM2930135v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/355/GCA_029301355.1_ASM2930135v1,Eukaryota sp.,na,ASM2930135v1
GCA_029301715.1,GCA_029301715.1 Eukaryota sp. ASM2930171v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/715/GCA_029301715.1_ASM2930171v1,Eukaryota sp.,na,ASM2930171v1
GCA_029301885.1,GCA_029301885.1 Eukaryota sp. ASM2930188v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/885/GCA_029301885.1_ASM2930188v1,Eukaryota sp.,na,ASM2930188v1
GCA_029302325.1,GCA_029302325.1 Eukaryota sp. ASM2930232v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/325/GCA_029302325.1_ASM2930232v1,Eukaryota sp.,na,ASM2930232v1
GCA_029302445.1,GCA_029302445.1 Eukaryota sp. ASM2930244v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/445/GCA_029302445.1_ASM2930244v1,Eukaryota sp.,na,ASM2930244v1
GCA_029302545.1,GCA_029302545.1 Eukaryota sp. ASM2930254v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/545/GCA_029302545.1_ASM2930254v1,Eukaryota sp.,na,ASM2930254v1
GCA_029302765.1,GCA_029302765.1 Eukaryota sp. ASM2930276v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/765/GCA_029302765.1_ASM2930276v1,Eukaryota sp.,na,ASM2930276v1
GCA_029302885.1,GCA_029302885.1 Eukaryota sp. ASM2930288v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/885/GCA_029302885.1_ASM2930288v1,Eukaryota sp.,na,ASM2930288v1
GCA_029303025.1,GCA_029303025.1 Eukaryota sp. ASM2930302v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/303/025/GCA_029303025.1_ASM2930302v1,Eukaryota sp.,na,ASM2930302v1
GCA_029303395.1,GCA_029303395.1 Eukaryota sp. ASM2930339v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/303/395/GCA_029303395.1_ASM2930339v1,Eukaryota sp.,na,ASM2930339v1
GCA_029304235.1,GCA_029304235.1 Eukaryota sp. ASM2930423v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/235/GCA_029304235.1_ASM2930423v1,Eukaryota sp.,na,ASM2930423v1
GCA_029304265.1,GCA_029304265.1 Eukaryota sp. ASM2930426v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/265/GCA_029304265.1_ASM2930426v1,Eukaryota sp.,na,ASM2930426v1
GCA_029304335.1,GCA_029304335.1 Eukaryota sp. ASM2930433v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/335/GCA_029304335.1_ASM2930433v1,Eukaryota sp.,na,ASM2930433v1
GCA_023345975.1,GCA_023345975.1 Ochromonas sp. ASM2334597v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/345/975/GCA_023345975.1_ASM2334597v1,Ochromonas sp.,na,ASM2334597v1
GCA_023346365.1,GCA_023346365.1 Ochromonas sp. ASM2334636v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/365/GCA_023346365.1_ASM2334636v1,Ochromonas sp.,na,ASM2334636v1
GCA_023346525.1,GCA_023346525.1 Ochromonas sp. ASM2334652v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/525/GCA_023346525.1_ASM2334652v1,Ochromonas sp.,na,ASM2334652v1
GCA_023346425.1,GCA_023346425.1 Ochromonas sp. ASM2334642v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/425/GCA_023346425.1_ASM2334642v1,Ochromonas sp.,na,ASM2334642v1
GCA_023346535.1,GCA_023346535.1 Ochromonas sp. ASM2334653v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/535/GCA_023346535.1_ASM2334653v1,Ochromonas sp.,na,ASM2334653v1
GCA_023346705.1,GCA_023346705.1 Ochromonas sp. ASM2334670v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/705/GCA_023346705.1_ASM2334670v1,Ochromonas sp.,na,ASM2334670v1
GCA_023346245.1,GCA_023346245.1 Ochromonas sp. ASM2334624v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/245/GCA_023346245.1_ASM2334624v1,Ochromonas sp.,na,ASM2334624v1
GCA_023346965.1,GCA_023346965.1 Ochromonas sp. ASM2334696v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/965/GCA_023346965.1_ASM2334696v1,Ochromonas sp.,na,ASM2334696v1
GCA_023346895.1,GCA_023346895.1 Ochromonas sp. ASM2334689v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/895/GCA_023346895.1_ASM2334689v1,Ochromonas sp.,na,ASM2334689v1
GCA_023346265.1,GCA_023346265.1 Ochromonas sp. ASM2334626v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/265/GCA_023346265.1_ASM2334626v1,Ochromonas sp.,na,ASM2334626v1
GCA_023345925.1,GCA_023345925.1 Vannella sp. ASM2334592v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/345/925/GCA_023345925.1_ASM2334592v1,Vannella sp.,na,ASM2334592v1
GCA_023346485.1,GCA_023346485.1 Vannella sp. ASM2334648v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/485/GCA_023346485.1_ASM2334648v1,Vannella sp.,na,ASM2334648v1
GCA_947538865.1,GCA_947538865.1 uncultured Cryptomonadales BIN1-Cryptophyceae-HRSG-E6-bin-24,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/538/865/GCA_947538865.1_BIN1-Cryptophyceae-HRSG-E6-bin-24,uncultured Cryptomonadales,na,BIN1-Cryptophyceae-HRSG-E6-bin-24
GCA_033064195.1,GCA_033064195.1 Blattamonas nauphoetae ASM3306419v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/064/195/GCA_033064195.1_ASM3306419v1,Blattamonas nauphoetae,na,ASM3306419v1
GCA_033557925.1,GCA_033557925.1 Phytophthora x cambivora HumboldtARI_Pxca_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/557/925/GCA_033557925.1_HumboldtARI_Pxca_1.0,Phytophthora x cambivora,na,HumboldtARI_Pxca_1.0
GCA_023335895.1,GCA_023335895.1 Pythium rishiriense strain=CBS 139278 ASM2333589v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/895/GCA_023335895.1_ASM2333589v1,Pythium rishiriense,strain=CBS 139278,ASM2333589v1
GCA_023334315.1,GCA_023334315.1 Globisporangium alternatum strain=CBS 139279 ASM2333431v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/315/GCA_023334315.1_ASM2333431v1,Globisporangium alternatum,strain=CBS 139279,ASM2333431v1
GCA_025330925.1,GCA_025330925.1 Haplosporidium pinnae strain=Haplo_1 Haplo_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/330/925/GCA_025330925.1_Haplo_1,Haplosporidium pinnae,strain=Haplo_1,Haplo_1
GCA_033558005.1,GCA_033558005.1 Phytophthora taxon juncus HumboldtARI_Ptax_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/558/005/GCA_033558005.1_HumboldtARI_Ptax_1.0,Phytophthora taxon juncus,na,HumboldtARI_Ptax_1.0
GCA_030267725.1,GCA_030267725.1 Phytophthora lilii strain=NBRC 32176 ASM3026772v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/725/GCA_030267725.1_ASM3026772v1,Phytophthora lilii,strain=NBRC 32176,ASM3026772v1
GCA_023346925.1,GCA_023346925.1 Bacillariophyta sp. ASM2334692v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/925/GCA_023346925.1_ASM2334692v1,Bacillariophyta sp.,na,ASM2334692v1
GCA_023345945.1,GCA_023345945.1 Bacillariophyta sp. ASM2334594v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/345/945/GCA_023345945.1_ASM2334594v1,Bacillariophyta sp.,na,ASM2334594v1
GCA_023346745.1,GCA_023346745.1 Bacillariophyta sp. ASM2334674v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/745/GCA_023346745.1_ASM2334674v1,Bacillariophyta sp.,na,ASM2334674v1
GCA_023346715.1,GCA_023346715.1 Bacillariophyta sp. ASM2334671v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/715/GCA_023346715.1_ASM2334671v1,Bacillariophyta sp.,na,ASM2334671v1
GCA_023346865.1,GCA_023346865.1 Bacillariophyta sp. ASM2334686v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/865/GCA_023346865.1_ASM2334686v1,Bacillariophyta sp.,na,ASM2334686v1
GCA_023347125.1,GCA_023347125.1 Bacillariophyta sp. ASM2334712v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/347/125/GCA_023347125.1_ASM2334712v1,Bacillariophyta sp.,na,ASM2334712v1
GCA_033558025.1,GCA_033558025.1 Phytophthora sp. 'mugwort' HumboldtARI_Pspm_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/558/025/GCA_033558025.1_HumboldtARI_Pspm_1.0,Phytophthora sp. 'mugwort',na,HumboldtARI_Pspm_1.0
GCA_023334365.1,GCA_023334365.1 Globisporangium acanthophoron strain=CBS 337.29 ASM2333436v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/365/GCA_023334365.1_ASM2333436v1,Globisporangium acanthophoron,strain=CBS 337.29,ASM2333436v1
GCA_023334005.1,GCA_023334005.1 Globisporangium orthogonon strain=CBS 376.72 ASM2333400v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/005/GCA_023334005.1_ASM2333400v1,Globisporangium orthogonon,strain=CBS 376.72,ASM2333400v1
GCA_023333955.1,GCA_023333955.1 Globisporangium paroecandrum strain=CBS 157.64 ASM2333395v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/955/GCA_023333955.1_ASM2333395v1,Globisporangium paroecandrum,strain=CBS 157.64,ASM2333395v1
GCA_023335535.1,GCA_023335535.1 Globisporangium spinosum strain=CBS 275.67 ASM2333553v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/535/GCA_023335535.1_ASM2333553v1,Globisporangium spinosum,strain=CBS 275.67,ASM2333553v1
GCA_031892065.1,GCA_031892065.1 Cryptosporidium sp. 43IA8 ASM3189206v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/892/065/GCA_031892065.1_ASM3189206v1,Cryptosporidium sp. 43IA8,na,ASM3189206v1
GCA_023159015.1,GCA_023159015.1 Leishmania orientalis ASM2315901v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/159/015/GCA_023159015.1_ASM2315901v1,Leishmania orientalis,na,ASM2315901v1
GCA_029834535.1,GCA_029834535.1 Chrysophaeum taylorii strain=NIES-1699 CTAYLR_1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/834/535/GCA_029834535.1_CTAYLR_1.1,Chrysophaeum taylorii,strain=NIES-1699,CTAYLR_1.1
GCA_964019325.1,GCA_964019325.1 Diplonema japonicum peDipJapo1.1 alternate haplotype,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/019/325/GCA_964019325.1_peDipJapo1.1_alternate_haplotype,Diplonema japonicum,na,peDipJapo1.1 alternate haplotype
GCA_964019335.1,GCA_964019335.1 Diplonema japonicum peDipJapo1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/019/335/GCA_964019335.1_peDipJapo1.1,Diplonema japonicum,na,peDipJapo1.1
GCA_030267625.1,GCA_030267625.1 Triparma retinervis TrRE_01,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/625/GCA_030267625.1_TrRE_01,Triparma retinervis,na,TrRE_01
GCA_947184155.2,GCA_947184155.2 Cladocopium goreaui Cgoreaui_SCF055-01_v2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/184/155/GCA_947184155.2_Cgoreaui_SCF055-01_v2.1,Cladocopium goreaui,na,Cgoreaui_SCF055-01_v2.1
GCA_963377065.1,GCA_963377065.1 Effrenium voratum EvCCMP421,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/377/065/GCA_963377065.1_EvCCMP421,Effrenium voratum,na,EvCCMP421
GCA_963377175.1,GCA_963377175.1 Effrenium voratum EvRCC1521,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/377/175/GCA_963377175.1_EvRCC1521,Effrenium voratum,na,EvRCC1521
GCA_963377275.1,GCA_963377275.1 Effrenium voratum Evrt383,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/377/275/GCA_963377275.1_Evrt383,Effrenium voratum,na,Evrt383
GCA_023091115.2,GCA_023091115.2 Trypanosomatidae sp. Fi-14 strain=Fi-14 OSU_Omodryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/091/115/GCA_023091115.2_OSU_Omodryi,Trypanosomatidae sp. Fi-14,strain=Fi-14,OSU_Omodryi
GCA_036940125.1,GCA_036940125.1 Mediolabrus comicus strain=AJA131-32 ASM3694012v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/125/GCA_036940125.1_ASM3694012v1,Mediolabrus comicus,strain=AJA131-32,ASM3694012v1
GCA_028554745.1,GCA_028554745.1 Blastocrithidia sp. p57 strain=p57 ASM2855474v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/554/745/GCA_028554745.1_ASM2855474v1,Blastocrithidia sp. p57,strain=p57,ASM2855474v1
GCA_945788115.1,GCA_945788115.1 Cafeteria burkhardae strain=ATCC 50561 Cafeteria burkhardae strain ATCC 50561 trnscrptom,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/788/115/GCA_945788115.1_Cafeteria_burkhardae_strain_ATCC_50561_trnscrptom,Cafeteria burkhardae,strain=ATCC 50561,Cafeteria burkhardae strain ATCC 50561 trnscrptom
GCA_024679275.1,GCA_024679275.1 Phytophthora niederhauseri strain=Pnied_OSU-2014 ASM2467927v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/275/GCA_024679275.1_ASM2467927v1,Phytophthora niederhauseri,strain=Pnied_OSU-2014,ASM2467927v1
GCA_023338125.1,GCA_023338125.1 Phytopythium aichiense strain=CBS 137195 ASM2333812v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/125/GCA_023338125.1_ASM2333812v1,Phytopythium aichiense,strain=CBS 137195,ASM2333812v1
GCA_023338185.1,GCA_023338185.1 Lagenidium sp. CBS 127285 strain=CBS 127285 ASM2333818v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/185/GCA_023338185.1_ASM2333818v1,Lagenidium sp. CBS 127285,strain=CBS 127285,ASM2333818v1
GCA_023334155.1,GCA_023334155.1 Globisporangium heterothallicum strain=CBS 450.67 ASM2333415v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/155/GCA_023334155.1_ASM2333415v1,Globisporangium heterothallicum,strain=CBS 450.67,ASM2333415v1
GCA_030849815.1,GCA_030849815.1 Vickermania spadyakhi OSU_Vspad,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/815/GCA_030849815.1_OSU_Vspad,Vickermania spadyakhi,na,OSU_Vspad
GCA_036939535.1,GCA_036939535.1 Cyclotella kingstonii strain=AJA303-46 ASM3693953v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/535/GCA_036939535.1_ASM3693953v1,Cyclotella kingstonii,strain=AJA303-46,ASM3693953v1
GCA_946965045.2,GCA_946965045.2 Epithemia pelagica uoEpiScrs1.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/965/045/GCA_946965045.2_uoEpiScrs1.2,Epithemia pelagica,na,uoEpiScrs1.2
GCA_946965055.2,GCA_946965055.2 Epithemia pelagica uoEpiScrs1.2 alternate haplotype,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/965/055/GCA_946965055.2_uoEpiScrs1.2_alternate_haplotype,Epithemia pelagica,na,uoEpiScrs1.2 alternate haplotype
GCA_964019375.1,GCA_964019375.1 Flectonema sp. DT1601 peFleSpea1.1 alternate haplotype,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/019/375/GCA_964019375.1_peFleSpea1.1_alternate_haplotype,Flectonema sp. DT1601,na,peFleSpea1.1 alternate haplotype
GCA_964019425.1,GCA_964019425.1 Flectonema sp. DT1601 peFleSpea1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/019/425/GCA_964019425.1_peFleSpea1.1,Flectonema sp. DT1601,na,peFleSpea1.1
GCA_027923505.1,GCA_027923505.1 Mayamaea pseudoterrestris strain=NIES-4280 Mpse_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/923/505/GCA_027923505.1_Mpse_1.0,Mayamaea pseudoterrestris,strain=NIES-4280,Mpse_1.0
GCA_921007115.2,GCA_921007115.2 Peronospora matthiolae pm1_v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/007/115/GCA_921007115.2_pm1_v2,Peronospora matthiolae,na,pm1_v2
GCA_023805565.1,GCA_023805565.1 Diplodinium flabellum ASM2380556v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/565/GCA_023805565.1_ASM2380556v1,Diplodinium flabellum,na,ASM2380556v1
GCA_023806845.1,GCA_023806845.1 Diplodinium flabellum ASM2380684v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/845/GCA_023806845.1_ASM2380684v1,Diplodinium flabellum,na,ASM2380684v1
GCA_023805505.1,GCA_023805505.1 Epidinium cattanei ASM2380550v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/505/GCA_023805505.1_ASM2380550v1,Epidinium cattanei,na,ASM2380550v1
GCA_023805625.1,GCA_023805625.1 Epidinium cattanei ASM2380562v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/625/GCA_023805625.1_ASM2380562v1,Epidinium cattanei,na,ASM2380562v1
GCA_023805485.1,GCA_023805485.1 Epidinium cattanei ASM2380548v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/485/GCA_023805485.1_ASM2380548v1,Epidinium cattanei,na,ASM2380548v1
GCA_023806865.1,GCA_023806865.1 Isotricha sp. YL-2021a ASM2380686v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/865/GCA_023806865.1_ASM2380686v1,Isotricha sp. YL-2021a,na,ASM2380686v1
GCA_023807085.1,GCA_023807085.1 Isotricha sp. YL-2021a ASM2380708v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/085/GCA_023807085.1_ASM2380708v1,Isotricha sp. YL-2021a,na,ASM2380708v1
GCA_023805655.1,GCA_023805655.1 Isotricha sp. YL-2021b ASM2380565v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/655/GCA_023805655.1_ASM2380565v1,Isotricha sp. YL-2021b,na,ASM2380565v1
GCA_023805775.1,GCA_023805775.1 Isotricha sp. YL-2021b ASM2380577v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/775/GCA_023805775.1_ASM2380577v1,Isotricha sp. YL-2021b,na,ASM2380577v1
GCA_023805745.1,GCA_023805745.1 Isotricha sp. YL-2021b ASM2380574v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/745/GCA_023805745.1_ASM2380574v1,Isotricha sp. YL-2021b,na,ASM2380574v1
GCA_023806045.1,GCA_023806045.1 Isotricha sp. YL-2021b ASM2380604v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/045/GCA_023806045.1_ASM2380604v1,Isotricha sp. YL-2021b,na,ASM2380604v1
GCA_023805725.1,GCA_023805725.1 Isotricha sp. YL-2021b ASM2380572v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/725/GCA_023805725.1_ASM2380572v1,Isotricha sp. YL-2021b,na,ASM2380572v1
GCA_023346885.1,GCA_023346885.1 Fragilariophycidae sp. ASM2334688v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/885/GCA_023346885.1_ASM2334688v1,Fragilariophycidae sp.,na,ASM2334688v1
GCA_023347105.1,GCA_023347105.1 Fragilariophycidae sp. ASM2334710v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/347/105/GCA_023347105.1_ASM2334710v1,Fragilariophycidae sp.,na,ASM2334710v1
GCA_023347145.1,GCA_023347145.1 Fragilariophycidae sp. ASM2334714v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/347/145/GCA_023347145.1_ASM2334714v1,Fragilariophycidae sp.,na,ASM2334714v1
GCA_023346625.1,GCA_023346625.1 Fragilariophycidae sp. ASM2334662v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/625/GCA_023346625.1_ASM2334662v1,Fragilariophycidae sp.,na,ASM2334662v1
GCA_023346985.1,GCA_023346985.1 Fragilariophycidae sp. ASM2334698v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/985/GCA_023346985.1_ASM2334698v1,Fragilariophycidae sp.,na,ASM2334698v1
